Sheet,Sector,Metric,Category,Total Growth 2000–2023,Year,Value
Electricity1,Electricity,Energy Use,Natural Gas,1.886685242856362,2003,35641.3
Electricity1,Electricity,Energy Use,Natural Gas,1.951463053782296,2004,347.257
Electricity1,Electricity,Energy Use,Natural Gas,1.886685242856362,2004,37154.0
Electricity1,Electricity,Energy Use,Natural Gas,1.951463053782296,2005,350.941
Electricity1,Electricity,Energy Use,Natural Gas,1.886685242856362,2005,33879.0
Electricity1,Electricity,Energy Use,Natural Gas,1.951463053782296,2006,421.267
Electricity1,Electricity,Energy Use,Natural Gas,1.886685242856362,2006,36979.0
Electricity1,Electricity,Energy Use,Natural Gas,1.951463053782296,2007,451.00899
Electricity1,Electricity,Energy Use,Natural Gas,1.886685242856362,2007,39292.0
Electricity1,Electricity,Energy Use,Natural Gas,1.951463053782296,2008,445.90701
Electricity1,Electricity,Energy Use,Natural Gas,1.886685242856362,2008,35929.0
Electricity1,Electricity,Energy Use,Natural Gas,1.951463053782296,2009,442.57999
Electricity1,Electricity,Energy Use,Natural Gas,1.886685242856362,2009,40971.0
Electricity1,Electricity,Energy Use,Natural Gas,1.951463053782296,2010,525.048
Electricity1,Electricity,Energy Use,Natural Gas,1.886685242856362,2010,47711.0
Electricity1,Electricity,Energy Use,Natural Gas,1.951463053782296,2011,573.05199
Electricity1,Electricity,Energy Use,Natural Gas,1.886685242856362,2011,56497.0
Electricity1,Electricity,Energy Use,Natural Gas,1.951463053782296,2012,591.001
Electricity1,Electricity,Energy Use,Natural Gas,1.886685242856362,2012,57241.0
Electricity1,Electricity,Energy Use,Natural Gas,1.951463053782296,2013,598.951
Electricity1,Electricity,Energy Use,Natural Gas,1.886685242856362,2013,54526.0
Electricity1,Electricity,Energy Use,Natural Gas,1.951463053782296,2014,644.73699
Electricity1,Electricity,Energy Use,Natural Gas,1.886685242856362,2014,57746.0
Electricity1,Electricity,Energy Use,Natural Gas,1.951463053782296,2015,679.2020200000001
Electricity1,Electricity,Energy Use,Natural Gas,1.886685242856362,2015,60455.0
Electricity1,Electricity,Energy Use,Natural Gas,1.951463053782296,2016,642.768
Electricity1,Electricity,Energy Use,Natural Gas,1.886685242856362,2016,58616.0
Electricity1,Electricity,Energy Use,Natural Gas,1.951463053782296,2017,629.93
Electricity1,Electricity,Energy Use,Natural Gas,1.886685242856362,2017,54716.0
Electricity1,Electricity,Energy Use,Natural Gas,1.951463053782296,2018,703.20902
Electricity1,Electricity,Energy Use,Natural Gas,1.886685242856362,2018,62762.0
Electricity1,Electricity,Energy Use,Natural Gas,1.951463053782296,2019,714.71601
Electricity1,Electricity,Energy Use,Natural Gas,1.886685242856362,2019,64793.0
Electricity1,Electricity,Energy Use,Natural Gas,1.951463053782296,2020,757.26798
Electricity1,Electricity,Energy Use,Natural Gas,1.886685242856362,2020,68031.0
Electricity1,Electricity,Energy Use,Natural Gas,1.951463053782296,2021,805.34501
Electricity1,Electricity,Energy Use,Natural Gas,1.886685242856362,2021,77173.0
Electricity1,Electricity,Energy Use,Natural Gas,1.951463053782296,2022,858.46599
Electricity1,Electricity,Energy Use,Natural Gas,1.886685242856362,2022,83599.0
Electricity1,Electricity,Energy Use,Natural Gas,1.951463053782296,2023,969.5290500000001
Electricity1,Electricity,Energy Use,Natural Gas,1.886685242856362,2023,95103.0
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2000,0.0
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2000,
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2001,0.0
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2001,
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2002,0.0
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2002,
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2003,0.0
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2003,
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2004,0.0
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2004,
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2005,0.0
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2005,
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2006,0.0
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2006,
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2007,0.0
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2007,
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2008,0.0
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2008,
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2009,0.0
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2009,
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2010,0.0
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2010,
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2011,0.0
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2011,
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2012,0.0
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2012,
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2013,0.0
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2013,
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2014,0.0
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2014,
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2015,0.0
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2015,
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2016,0.0
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2016,
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2017,0.0
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2017,
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2018,0.0
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2018,
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2019,0.0
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2019,
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2020,0.0
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2020,37835.39000000001
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2021,0.0
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2021,39690.22
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2022,0.0
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2022,42779.56
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2023,0.0
Electricity1,Electricity,Energy Use,Non-Thermal2,–,2023,45362.22
Electricity1,Electricity,Energy Use,Nuclear,0.2232611927890551,2000,794.14612
Electricity1,Electricity,Energy Use,Nuclear,0.22326120511401704,2000,68674.0
Electricity1,Electricity,Energy Use,Nuclear,0.2232611927890551,2001,836.3084699999999
Electricity1,Electricity,Energy Use,Nuclear,0.22326120511401704,2001,72320.0
Electricity1,Electricity,Energy Use,Nuclear,0.2232611927890551,2002,823.9581
Electricity1,Electricity,Energy Use,Nuclear,0.22326120511401704,2002,71252.0
Electricity1,Electricity,Energy Use,Nuclear,0.2232611927890551,2003,817.01973
Electricity1,Electricity,Energy Use,Nuclear,0.22326120511401704,2003,70652.0
Electricity1,Electricity,Energy Use,Nuclear,0.2232611927890551,2004,985.71537
Electricity1,Electricity,Energy Use,Nuclear,0.22326120511401704,2004,85240.0
Electricity1,Electricity,Energy Use,Nuclear,0.2232611927890551,2005,1004.10211
Electricity1,Electricity,Energy Use,Nuclear,0.22326120511401704,2005,86830.0
Electricity1,Electricity,Energy Use,Nuclear,0.2232611927890551,2006,1068.73328
Electricity1,Electricity,Energy Use,Nuclear,0.22326120511401704,2006,92419.0
Electricity1,Electricity,Energy Use,Nuclear,0.2232611927890551,2007,1019.82912
Electricity1,Electricity,Energy Use,Nuclear,0.22326120511401704,2007,88190.0
Electricity1,Electricity,Energy Use,Nuclear,0.2232611927890551,2008,1047.5249000000001
Electricity1,Electricity,Energy Use,Nuclear,0.22326120511401704,2008,90585.0
Electricity1,Electricity,Energy Use,Nuclear,0.2232611927890551,2009,982.84749
Electricity1,Electricity,Energy Use,Nuclear,0.22326120511401704,2009,84992.0
Electricity1,Electricity,Energy Use,Nuclear,0.2232611927890551,2010,989.03424
Electricity1,Electricity,Energy Use,Nuclear,0.22326120511401704,2010,85527.0
Electricity1,Electricity,Energy Use,Nuclear,0.2232611927890551,2011,1020.9970699999999
Electricity1,Electricity,Energy Use,Nuclear,0.22326120511401704,2011,88291.0
Electricity1,Electricity,Energy Use,Nuclear,0.2232611927890551,2012,1034.88541
Electricity1,Electricity,Energy Use,Nuclear,0.22326120511401704,2012,89492.0
Electricity1,Electricity,Energy Use,Nuclear,0.2232611927890551,2013,1128.4613200000001
Electricity1,Electricity,Energy Use,Nuclear,0.22326120511401704,2013,97584.0
Electricity1,Electricity,Energy Use,Nuclear,0.2232611927890551,2014,1170.36926
Electricity1,Electricity,Energy Use,Nuclear,0.22326120511401704,2014,101208.0
Electricity1,Electricity,Energy Use,Nuclear,0.2232611927890551,2015,1110.6758799999998
Electricity1,Electricity,Energy Use,Nuclear,0.22326120511401704,2015,96046.0
Electricity1,Electricity,Energy Use,Nuclear,0.2232611927890551,2016,1106.52449
Electricity1,Electricity,Energy Use,Nuclear,0.22326120511401704,2016,95687.0
Electricity1,Electricity,Energy Use,Nuclear,0.2232611927890551,2017,1105.11361
Electricity1,Electricity,Energy Use,Nuclear,0.22326120511401704,2017,95565.0
Electricity1,Electricity,Energy Use,Nuclear,0.2232611927890551,2018,1098.92687
Electricity1,Electricity,Energy Use,Nuclear,0.22326120511401704,2018,95030.0
Electricity1,Electricity,Energy Use,Nuclear,0.2232611927890551,2019,1104.0035
Electricity1,Electricity,Energy Use,Nuclear,0.22326120511401704,2019,95469.0
Electricity1,Electricity,Energy Use,Nuclear,0.2232611927890551,2020,1071.25394
Electricity1,Electricity,Energy Use,Nuclear,0.22326120511401704,2020,92636.97
Electricity1,Electricity,Energy Use,Nuclear,0.2232611927890551,2021,1010.52748
Electricity1,Electricity,Energy Use,Nuclear,0.22326120511401704,2021,87385.64
Electricity1,Electricity,Energy Use,Nuclear,0.2232611927890551,2022,951.728
Electricity1,Electricity,Energy Use,Nuclear,0.22326120511401704,2022,82300.94
Electricity1,Electricity,Energy Use,Nuclear,0.2232611927890551,2023,971.44813
Electricity1,Electricity,Energy Use,Nuclear,0.22326120511401704,2023,84006.24
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",0.151220976781425,2000,19.984
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",–,2000,6495.8
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",0.151220976781425,2001,20.604
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",–,2001,6461.5
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",0.151220976781425,2002,22.08
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",–,2002,6764.5
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",0.151220976781425,2003,41.878
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",–,2003,6114.2
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",0.151220976781425,2004,52.904
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",–,2004,6729.6
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",0.151220976781425,2005,52.441
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",–,2005,1679.0
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",0.151220976781425,2006,51.877
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",–,2006,2111.0
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",0.151220976781425,2007,50.77
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",–,2007,2568.0
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",0.151220976781425,2008,32.628
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",–,2008,3416.0
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",0.151220976781425,2009,41.335
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",–,2009,3385.0
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",0.151220976781425,2010,39.154
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",–,2010,3702.0
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",0.151220976781425,2011,36.669
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",–,2011,3840.0
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",0.151220976781425,2012,37.81
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",–,2012,3360.0
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",0.151220976781425,2013,43.982
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",–,2013,3425.0
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",0.151220976781425,2014,37.787
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",–,2014,5778.0
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",0.151220976781425,2015,37.319
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",–,2015,5517.0
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",0.151220976781425,2016,37.504
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",–,2016,5245.0
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",0.151220976781425,2017,37.037
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",–,2017,4989.0
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",0.151220976781425,2018,38.514
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",–,2018,5364.0
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",0.151220976781425,2019,34.115
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",–,2019,5177.0
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",0.151220976781425,2020,29.123
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",–,2020,5380.0
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",0.151220976781425,2021,20.691
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",–,2021,5261.0
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",0.151220976781425,2022,30.134
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",–,2022,5795.0
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",0.151220976781425,2023,23.006
Electricity1,Electricity,Energy Use,"Petroleum Coke, Still Gas, Coke and Coke Oven Gas1",–,2023,5235.0
Electricity1,Electricity,Energy Use,Production (GWh)a,0.058352198932159594,2000,585797.29
Electricity1,Electricity,Energy Use,Production (GWh)a,0.058352198932159594,2001,569401.49
Electricity1,Electricity,Energy Use,Production (GWh)a,0.058352198932159594,2002,581068.01
Electricity1,Electricity,Energy Use,Production (GWh)a,0.058352198932159594,2003,569916.7999999999
Electricity1,Electricity,Energy Use,Production (GWh)a,0.058352198932159594,2004,580444.4
Electricity1,Electricity,Energy Use,Production (GWh)a,0.058352198932159594,2005,599280.02
Electricity1,Electricity,Energy Use,Production (GWh)a,0.058352198932159594,2006,586804.0
Electricity1,Electricity,Energy Use,Production (GWh)a,0.058352198932159594,2007,611048.01
Electricity1,Electricity,Energy Use,Production (GWh)a,0.058352198932159594,2008,611794.01
Electricity1,Electricity,Energy Use,Production (GWh)a,0.058352198932159594,2009,588692.99
Electricity1,Electricity,Energy Use,Production (GWh)a,0.058352198932159594,2010,579238.98
Electricity1,Electricity,Energy Use,Production (GWh)a,0.058352198932159594,2011,608182.02
Electricity1,Electricity,Energy Use,Production (GWh)a,0.058352198932159594,2012,605550.01
Electricity1,Electricity,Energy Use,Production (GWh)a,0.058352198932159594,2013,623798.01
Electricity1,Electricity,Energy Use,Production (GWh)a,0.058352198932159594,2014,618622.01
Electricity1,Electricity,Energy Use,Production (GWh)a,0.058352198932159594,2015,612189.0
Electricity1,Electricity,Energy Use,Production (GWh)a,0.058352198932159594,2016,614221.02
Electricity1,Electricity,Energy Use,Production (GWh)a,0.058352198932159594,2017,616015.01
Electricity1,Electricity,Energy Use,Production (GWh)a,0.058352198932159594,2018,605902.99
Electricity1,Electricity,Energy Use,Production (GWh)a,0.058352198932159594,2019,600860.0
Electricity1,Electricity,Energy Use,Production (GWh)a,0.058352198932159594,2020,634263.52
Electricity1,Electricity,Energy Use,Production (GWh)a,0.058352198932159594,2021,631987.85
Electricity1,Electricity,Energy Use,Production (GWh)a,0.058352198932159594,2022,644114.3900000001
Electricity1,Electricity,Energy Use,Production (GWh)a,0.058352198932159594,2023,619979.85
Electricity1,Electricity,Energy Use,Total Electricity Generated (GWh)a,0.058352198932159594,2000,585797.29
Electricity1,Electricity,Energy Use,Total Electricity Generated (GWh)a,0.058352198932159594,2001,569401.49
Electricity1,Electricity,Energy Use,Total Electricity Generated (GWh)a,0.058352198932159594,2002,581068.01
Electricity1,Electricity,Energy Use,Total Electricity Generated (GWh)a,0.058352198932159594,2003,569916.7999999999
Electricity1,Electricity,Energy Use,Total Electricity Generated (GWh)a,0.058352198932159594,2004,580444.4
Electricity1,Electricity,Energy Use,Total Electricity Generated (GWh)a,0.058352198932159594,2005,599280.02
Electricity1,Electricity,Energy Use,Total Electricity Generated (GWh)a,0.058352198932159594,2006,586804.0
Electricity1,Electricity,Energy Use,Total Electricity Generated (GWh)a,0.058352198932159594,2007,611048.01
Electricity1,Electricity,Energy Use,Total Electricity Generated (GWh)a,0.058352198932159594,2008,611794.01
Electricity1,Electricity,Energy Use,Total Electricity Generated (GWh)a,0.058352198932159594,2009,588692.99
Electricity1,Electricity,Energy Use,Total Electricity Generated (GWh)a,0.058352198932159594,2010,579238.98
